Pos,WT_1,WT_2,WT_3,Drho_1,Drho_2,Drho_3,CDS_Median,CDS_two_median,white
529,14.3927,14.3621,14.3938,14.2685,14.2123,14.2947,10.1742,11.1742,1
552,14.3521,14.3489,14.363,14.2315,14.1711,14.2422,10.1742,11.1742,1
576,14.3329,14.3337,14.3315,14.1716,14.0626,14.1406,10.1742,11.1742,1
604,14.3305,14.3163,14.2821,14.14,14.0193,14.1064,10.1742,11.1742,1
627,14.3322,14.3071,14.2128,14.1167,14.0025,14.0959,10.1742,11.1742,1
648,14.3316,14.3062,14.2052,14.0923,13.9968,14.0732,10.1742,11.1742,1
666,14.329,14.2869,14.1582,14.0701,13.9621,14.0165,10.1742,11.1742,1
686,14.3147,14.1984,14.1306,14.0314,13.9684,13.9725,10.1742,11.1742,1
714,14.2907,14.1832,14.043,13.9348,13.9321,13.9314,10.1742,11.1742,1
737,14.2337,14.1119,13.8519,13.8567,13.8264,13.7941,10.1742,11.1742,1
758,14.1272,14.0727,13.7778,13.7916,13.7646,13.6922,10.1742,11.1742,1
780,14.0967,14.0446,13.7356,13.6651,13.716,13.5777,10.1742,11.1742,1
794,14.0796,14.0341,13.7274,13.63,13.6967,13.5709,10.1742,11.1742,1
824,14.0661,14.0262,13.7262,13.6305,13.6799,13.5786,10.1742,11.1742,1
840,14.0729,14.0181,13.7283,13.6524,13.6947,13.6005,10.1742,11.1742,1
867,14.066,14.0183,13.7452,13.7168,13.7367,13.6857,10.1742,11.1742,1
881,14.064,14.0143,13.7832,13.7686,13.7753,13.7166,10.1742,11.1742,1
913,14.0551,14.0124,13.8005,13.7742,13.7759,13.7233,10.1742,11.1742,1
935,14.0394,14.0103,13.8087,13.7684,13.7653,13.7195,10.1742,11.1742,1
957,14.0374,14.0147,13.8556,13.7783,13.7746,13.7312,10.1742,11.1742,1
979,14.0169,14.0094,13.8711,13.7737,13.7699,13.7327,10.1742,11.1742,1
995,14.0098,14.0039,13.8882,13.769,13.7752,13.7381,10.1742,11.1742,1
1021,14.0072,14.0114,13.9044,13.7674,13.7842,13.7487,10.1742,11.1742,1
1042,14.0082,14.0197,13.9378,13.7706,13.7927,13.7737,10.1742,11.1742,1
1067,14.0088,14.0295,13.9525,13.7788,13.8179,13.8361,10.1742,11.1742,1
1089,14.0035,14.0214,14.0273,13.7917,13.9209,13.8979,10.1742,11.1742,1
1110,14.0078,14.0029,14.0368,13.7803,13.9411,13.9011,10.1742,11.1742,1
1130,14.0079,13.9809,14.0211,13.7778,13.9427,13.8886,10.1742,11.1742,1
1146,14.0025,13.9628,13.9978,13.7656,13.9343,13.8469,10.1742,11.1742,1
1168,14.0014,13.9564,13.958,13.7317,13.9319,13.8053,10.1742,11.1742,1
1190,14.0011,13.9523,13.9567,13.7508,13.9256,13.7969,10.1742,11.1742,1
1214,14.007,13.944,13.9647,13.8304,13.9352,13.8159,10.1742,11.1742,1
1243,14.007,13.9304,13.9669,13.8743,13.9362,13.8474,10.1742,11.1742,1
1260,14.007,13.924,13.9662,13.8732,13.9237,13.8604,10.1742,11.1742,1
1280,13.994,13.8777,13.9504,13.8267,13.8729,13.8279,10.1742,11.1742,1
1300,13.9869,13.8628,13.9388,13.7749,13.8242,13.794,10.1742,11.1742,1
1324,13.9708,13.8571,13.9112,13.7554,13.7749,13.7881,10.1742,11.1742,1
1346,13.9656,13.8682,13.9103,13.7589,13.7525,13.7871,10.1742,11.1742,1
1374,13.953,13.8694,13.8911,13.6652,13.6961,13.763,10.1742,11.1742,1
1397,13.9378,13.879,13.8089,13.4758,13.5909,13.7505,10.1742,11.1742,1
1419,13.9438,13.9118,13.842,13.4609,13.5725,13.7513,10.1742,11.1742,1
1435,14.0416,14.0293,14.0855,13.7927,13.6656,13.8667,10.1742,11.1742,1
1462,14.0624,14.0753,14.1168,13.8333,13.6949,13.8969,10.1742,11.1742,1
1482,14.1,14.1454,14.1552,13.9806,13.819,14.0184,10.1742,11.1742,1
1507,14.2253,14.3229,14.3052,14.0405,13.9814,14.1056,10.1742,11.1742,1
1529,14.2797,14.3766,14.3321,14.0694,14.1008,14.1388,10.1742,11.1742,1
1547,14.2965,14.434,14.3443,14.1052,14.1554,14.1495,10.1742,11.1742,1
1568,14.3018,14.4625,14.3379,14.1129,14.169,14.1429,10.1742,11.1742,1
1590,14.3309,14.4743,14.3463,14.1344,14.1743,14.1518,10.1742,11.1742,1
1616,14.3408,14.5043,14.3474,14.1479,14.1761,14.1637,10.1742,11.1742,1
1636,14.3696,14.5225,14.3647,14.209,14.2139,14.1928,10.1742,11.1742,1
1656,14.3888,14.5248,14.38,14.2504,14.2551,14.2185,10.1742,11.1742,1
1676,14.3988,14.5271,14.3963,14.2689,14.2604,14.2224,10.1742,11.1742,1
1705,14.396,14.5428,14.3738,14.2542,14.2402,14.2015,10.1742,11.1742,1
1727,14.396,14.5565,14.3345,14.2332,14.2179,14.1719,10.1742,11.1742,1
1747,14.3968,14.5526,14.2911,14.1993,14.1907,14.151,10.1742,11.1742,1
1766,14.3912,14.5444,14.2806,14.1768,14.1556,14.1387,10.1742,11.1742,1
1790,14.3673,14.5265,14.2235,14.1286,14.0167,14.1099,10.1742,11.1742,1
1814,14.348,14.5088,14.1828,14.1122,13.8797,14.0883,10.1742,11.1742,1
1835,14.3312,14.4372,14.1027,14.0294,13.754,14.0522,10.1742,11.1742,1
1856,14.3165,14.364,14.0858,14.0109,13.7241,14.0258,10.1742,11.1742,1
1875,14.2739,14.2582,14.0997,13.9839,13.7068,14.0195,10.1742,11.1742,1
1902,13.9402,14.185,14.0168,13.7778,13.5606,13.8734,10.1742,11.1742,1
1925,13.8955,14.181,13.961,13.7603,13.562,13.8287,10.1742,11.1742,1
1947,13.8966,14.1883,13.9672,13.7773,13.6489,13.8454,10.1742,11.1742,1
1969,13.8888,14.2022,13.9896,13.7797,13.6841,13.8379,10.1742,11.1742,1
1990,13.8454,14.2019,14.0153,13.7768,13.6766,13.8279,10.1742,11.1742,1
2013,13.8614,14.1999,14.022,13.7675,13.6884,13.8066,10.1742,11.1742,1
2031,13.8689,14.2061,14.0269,13.7739,13.6942,13.8032,10.1742,11.1742,1
2056,13.8947,14.2125,14.0365,13.7766,13.7066,13.7902,10.1742,11.1742,1
2079,13.9001,14.2221,14.0293,13.7812,13.7403,13.7888,10.1742,11.1742,1
2101,13.9132,14.2379,14.0463,13.8064,13.7491,13.7882,10.1742,11.1742,1
2123,13.9272,14.2497,14.0565,13.8435,13.7658,13.7891,10.1742,11.1742,1
2144,13.9693,14.2706,14.086,13.98,13.8159,13.7999,10.1742,11.1742,1
2158,13.9807,14.2826,14.098,13.9848,13.8245,13.8049,10.1742,11.1742,1
2189,13.9653,14.283,14.0959,13.9756,13.8159,13.8068,10.1742,11.1742,1
2210,13.9147,14.2694,14.0849,13.8874,13.7695,13.7907,10.1742,11.1742,1
2232,13.9058,14.2598,14.0857,13.8356,13.7758,13.7993,10.1742,11.1742,1
2255,13.9004,14.2523,14.0942,13.8273,13.7764,13.8025,10.1742,11.1742,1
2277,13.8997,14.2491,14.1019,13.8239,13.8024,13.805,10.1742,11.1742,1
2294,13.8992,14.2405,14.1091,13.8152,13.815,13.808,10.1742,11.1742,1
2312,13.9064,14.2358,14.1254,13.8339,13.8529,13.8158,10.1742,11.1742,1
2333,13.924,14.2309,14.1331,13.8571,13.8902,13.8188,10.1742,11.1742,1
2365,13.9315,14.2213,14.1298,13.8345,13.875,13.8059,10.1742,11.1742,1
2386,13.937,14.2156,14.1338,13.8326,13.8686,13.8039,10.1742,11.1742,1
2406,13.966,14.2096,14.1459,13.8323,13.8685,13.8165,10.1742,11.1742,1
2424,13.9765,14.2005,14.1469,13.8301,13.8384,13.8099,10.1742,11.1742,1
2451,13.9789,14.1868,14.1342,13.7844,13.7775,13.7895,10.1742,11.1742,1
2468,13.9686,14.1802,14.1137,13.7607,13.7576,13.7877,10.1742,11.1742,1
2490,13.9396,14.1824,14.0996,13.7592,13.7418,13.7876,10.1742,11.1742,1
2519,13.9147,14.1749,14.0395,13.7615,13.7145,13.7746,10.1742,11.1742,1
2541,13.9076,14.1796,14.0239,13.7689,13.7068,13.7677,10.1742,11.1742,1
2563,13.8876,14.1657,14.0045,13.7628,13.676,13.7588,10.1742,11.1742,1
2585,13.8646,14.1464,13.9666,13.7338,13.6424,13.7387,10.1742,11.1742,1
2606,13.8577,14.117,13.9509,13.7124,13.6082,13.7241,10.1742,11.1742,1
2629,13.8395,14.0372,13.9095,13.6905,13.546,13.7003,10.1742,11.1742,1
2648,13.8331,13.9064,13.871,13.6593,13.4748,13.687,10.1742,11.1742,1
2665,13.8297,13.8618,13.8502,13.6646,13.4644,13.6867,10.1742,11.1742,1
2685,13.8205,13.8182,13.8484,13.6663,13.4958,13.6798,10.1742,11.1742,1
2708,13.833,13.8314,13.8707,13.7089,13.6476,13.6932,10.1742,11.1742,1
2733,13.8258,13.8173,13.8696,13.7293,13.6603,13.6971,10.1742,11.1742,1
2758,13.8148,13.7906,13.7983,13.721,13.592,13.6496,10.1742,11.1742,1
2775,13.8018,13.7785,13.784,13.7203,13.5638,13.6413,10.1742,11.1742,1
2800,13.795,13.766,13.7824,13.7126,13.5243,13.6145,10.1742,11.1742,1
2820,13.775,13.7409,13.7542,13.7002,13.4974,13.5715,10.1742,11.1742,1
2840,13.7432,13.7379,13.755,13.6957,13.439,13.5742,10.1742,11.1742,1
2866,13.669,13.7333,13.7453,13.6605,13.3726,13.5424,10.1742,11.1742,1
2887,13.6451,13.7363,13.7344,13.6185,13.3467,13.5111,10.1742,11.1742,1
2915,13.6284,13.7398,13.7286,13.5835,13.3392,13.4953,10.1742,11.1742,1
2937,13.6195,13.7398,13.7246,13.4649,13.3221,13.4844,10.1742,11.1742,1
2959,13.6169,13.7397,13.7253,13.3709,13.3076,13.4408,10.1742,11.1742,1
2974,13.6071,13.7454,13.7254,13.3335,13.303,13.4415,10.1742,11.1742,1
2998,13.6109,13.7653,13.7339,13.3531,13.2923,13.4798,10.1742,11.1742,1
3015,13.6087,13.7734,13.7376,13.3715,13.2713,13.5038,10.1742,11.1742,1
3040,13.5871,13.7804,13.7442,13.3782,13.2615,13.5084,10.1742,11.1742,1
3066,13.5996,13.8151,13.754,13.3867,13.2614,13.5214,10.1742,11.1742,1
3081,11.9237,11.0348,11.9768,12.1258,11.4864,12.0917,10.1742,11.1742,1
3104,11.8607,11.1061,11.692,12.0753,11.4317,12.0479,10.1742,11.1742,1
3133,11.8679,11.1975,11.6981,12.1255,11.4675,12.1079,10.1742,11.1742,1
3154,11.9041,11.228,11.7312,12.2434,11.5179,12.2651,10.1742,11.1742,1
3179,11.9118,11.2103,11.7372,12.2636,11.5135,12.2987,10.1742,11.1742,1
3201,15.3279,15.3391,15.392,15.3904,15.2759,15.3713,10.1742,11.1742,1
3222,15.2949,15.3339,15.2666,15.3884,15.2613,15.367,10.1742,11.1742,1
3244,15.2707,15.2768,15.25,15.3391,15.2135,15.319,10.1742,11.1742,1
3264,15.2499,15.2402,15.2347,15.2851,15.1703,15.3048,10.1742,11.1742,1
3284,15.244,15.1981,15.2221,15.2599,15.1776,15.2833,10.1742,11.1742,1
3302,15.2303,15.1269,15.2145,15.2425,15.1795,15.2972,10.1742,11.1742,1
3324,15.0893,14.9638,15.1838,14.8926,15.1242,14.9042,10.1742,11.1742,1
3345,15.0772,14.8536,15.1499,14.8443,15.098,14.8352,10.1742,11.1742,1
3367,15.0773,14.8076,15.1275,14.8401,15.0918,14.7521,10.1742,11.1742,1
3396,15.0504,14.7703,15.0215,14.8336,15.0383,14.7356,10.1742,11.1742,1
3421,15.0308,14.7231,14.712,14.7378,14.9177,14.685,10.1742,11.1742,1
3442,14.9225,14.663,14.6796,14.6757,14.8941,14.6465,10.1742,11.1742,1
3464,14.8689,14.6302,14.5745,14.606,14.852,14.6075,10.1742,11.1742,1
3486,14.8308,14.6111,14.5621,14.5645,14.819,14.6005,10.1742,11.1742,1
3506,14.7663,14.5675,14.5193,14.5464,14.7931,14.5968,10.1742,11.1742,1
3527,14.7236,14.5237,14.5114,14.5353,14.7772,14.583,10.1742,11.1742,1
3544,14.7133,14.5031,14.5099,14.5332,14.7734,14.5968,10.1742,11.1742,1
3566,14.6619,14.4389,14.4868,14.4683,14.7113,14.5769,10.1742,11.1742,1
3588,14.6628,14.4769,14.4765,14.4455,14.6703,14.5769,10.1742,11.1742,1
3613,14.7024,14.5722,14.5106,14.5786,14.7345,14.6473,10.1742,11.1742,1
3641,14.7218,14.6213,14.5964,14.6876,14.7893,14.7102,10.1742,11.1742,1
3657,14.7318,14.6602,14.6962,14.8184,14.8704,14.8505,10.1742,11.1742,1
3676,14.7612,14.7022,14.8832,14.892,14.9684,15.0154,10.1742,11.1742,1
3697,14.748,14.699,14.8941,14.8761,14.954,14.9868,10.1742,11.1742,1
3724,14.7537,14.7002,14.8923,14.8555,14.9653,14.9613,10.1742,11.1742,1
3744,14.7729,14.6996,14.8897,14.8366,14.9318,14.9582,10.1742,11.1742,1
3764,14.8119,14.7011,14.9277,14.888,14.9313,14.9834,10.1742,11.1742,1
3788,14.826,14.7,14.9496,14.892,14.9196,15.0071,10.1742,11.1742,1
3810,14.8299,14.6907,14.9559,14.8929,14.9036,14.976,10.1742,11.1742,1
3830,14.8418,14.6929,14.9675,14.8929,14.8948,14.962,10.1742,11.1742,1
3853,14.8616,14.699,14.9687,14.8871,14.8872,14.9576,10.1742,11.1742,1
3881,14.8731,14.7001,14.9698,14.866,14.8911,14.9552,10.1742,11.1742,1
3904,14.8774,14.7387,14.9718,14.848,14.9086,14.9544,10.1742,11.1742,1
3920,14.8897,14.7662,14.9768,14.8456,14.9473,14.954,10.1742,11.1742,1
3944,14.8955,14.7828,14.9751,14.8383,14.9746,14.9458,10.1742,11.1742,1
3964,14.905,14.7939,14.9746,14.839,14.9872,14.941,10.1742,11.1742,1
3986,14.9171,14.8496,14.9772,14.8415,14.9954,14.9399,10.1742,11.1742,1
4010,14.9219,14.8621,14.9757,14.8368,14.9971,14.9136,10.1742,11.1742,1
4030,14.9163,14.8633,14.9747,14.8321,14.9963,14.8971,10.1742,11.1742,1
4049,14.9142,14.8744,14.9721,14.8167,14.9867,14.8903,10.1742,11.1742,1
4072,14.9101,14.9025,14.9607,14.8065,14.9872,14.8758,10.1742,11.1742,1
4100,14.9118,14.9198,14.9616,14.8488,14.9993,14.8888,10.1742,11.1742,1
4124,14.9056,14.9343,14.9604,14.8642,15.0007,14.8919,10.1742,11.1742,1
4147,14.8937,14.9415,14.9698,14.8642,14.9959,14.8945,10.1742,11.1742,1
4169,14.8888,14.9373,14.9686,14.8498,14.9941,14.8973,10.1742,11.1742,1
4191,14.8611,14.9374,14.9597,14.8148,14.9858,14.8605,10.1742,11.1742,1
4208,14.8319,14.9237,14.9577,14.7522,14.9759,14.8314,10.1742,11.1742,1
4229,14.8114,14.9024,14.951,14.7321,14.971,14.8232,10.1742,11.1742,1
4248,14.7825,14.8629,14.9495,14.6946,14.9482,14.8068,10.1742,11.1742,1
4272,14.8219,14.8602,14.9546,14.7123,14.9649,14.8108,10.1742,11.1742,1
4291,14.8475,14.86,14.9677,14.7435,14.979,14.8268,10.1742,11.1742,1
4314,14.8728,14.9296,14.9755,14.7692,14.9814,14.8307,10.1742,11.1742,1
4336,14.8917,14.9667,14.9746,14.7733,14.9771,14.8248,10.1742,11.1742,1
4367,14.8964,14.9961,14.9745,14.7823,14.9719,14.8125,10.1742,11.1742,1
4389,14.9006,15.0123,14.9805,14.7987,14.9509,14.8218,10.1742,11.1742,1
4407,14.9058,15.0243,14.9872,14.8044,14.9742,14.8267,10.1742,11.1742,1
4424,14.9114,15.0344,14.9846,14.8043,14.9754,14.8191,10.1742,11.1742,1
4447,14.9189,15.0437,14.9878,14.8163,14.9767,14.8269,10.1742,11.1742,1
4468,14.9091,15.0448,14.9777,14.7281,14.9572,14.8225,10.1742,11.1742,1
4489,14.9241,15.0547,14.9932,14.7301,14.9884,14.8434,10.1742,11.1742,1
4512,14.9418,15.0728,15.0083,14.8885,15.0296,14.9018,10.1742,11.1742,1
4536,14.9633,15.0881,15.0215,15.0119,15.0587,14.9541,10.1742,11.1742,1
4565,14.9737,15.0973,15.0221,15.0474,15.0994,14.9593,10.1742,11.1742,1
4587,14.9718,15.0957,15.0193,15.0685,15.0993,14.9724,10.1742,11.1742,1
4609,14.9701,15.091,15.0231,15.0741,15.1291,15.0144,10.1742,11.1742,1
4628,14.9507,15.0784,15.0333,15.0679,15.1356,15.0173,10.1742,11.1742,1
4653,14.9502,15.0616,15.0611,15.0705,15.1406,15.0667,10.1742,11.1742,1
4670,14.9502,15.0607,15.0813,15.0964,15.1524,15.1075,10.1742,11.1742,1
4688,14.9509,15.0546,15.094,15.0958,15.1604,15.092,10.1742,11.1742,1
4709,14.9646,15.0757,15.1074,15.0709,15.1449,15.1158,10.1742,11.1742,1
4740,14.9794,15.2018,15.1359,15.1,15.1542,15.1481,10.1742,11.1742,1
4763,14.9943,15.2379,15.1393,15.1087,15.1531,15.1688,10.1742,11.1742,1
4784,15.0021,15.2634,15.1457,15.1431,15.1576,15.2248,10.1742,11.1742,1
4807,15.002,15.2664,15.1524,15.1488,15.142,15.2417,10.1742,11.1742,1
4829,15.0019,15.2662,15.164,15.1537,15.1394,15.2469,10.1742,11.1742,1
4851,15.0057,15.2675,15.1729,15.1675,15.2029,15.2532,10.1742,11.1742,1
4872,15.0307,15.2671,15.1865,15.1858,15.2351,15.2706,10.1742,11.1742,1
4895,15.0327,15.2423,15.1852,15.1716,15.2345,15.1713,10.1742,11.1742,1
4916,15.0356,15.1971,15.1778,15.1608,15.2178,15.1227,10.1742,11.1742,1
4936,15.051,15.1413,15.1766,15.1497,15.2154,15.1218,10.1742,11.1742,1
4954,15.0789,15.1212,15.1783,15.1454,15.207,15.1187,10.1742,11.1742,1
4978,15.0806,15.0526,15.1653,15.0961,15.1832,15.1107,10.1742,11.1742,1
5000,15.0809,15.0218,15.1547,15.0384,15.1411,15.0828,10.1742,11.1742,1
5022,15.0835,15.0002,15.1495,15.0326,15.1459,15.0488,10.1742,11.1742,1
5044,15.0876,15.0086,15.1665,15.0357,15.1688,15.0745,10.1742,11.1742,1
5070,15.089,15.0084,15.1541,15.0129,15.1614,15.0439,10.1742,11.1742,1
5087,15.1193,15.006,15.1558,15.0115,15.1752,15.067,10.1742,11.1742,1
5108,15.1968,14.9986,15.1855,15.0395,15.1812,15.0503,10.1742,11.1742,1
5130,15.1965,14.9812,15.1866,15.0371,15.1783,15.0291,10.1742,11.1742,1
5149,15.1974,14.9349,15.1815,15.064,15.2013,15.0396,10.1742,11.1742,1
5171,15.1544,14.836,15.1751,15.0429,15.1818,15.0645,10.1742,11.1742,1
5196,15.0333,14.644,15.0886,15.0317,15.1308,15.034,10.1742,11.1742,1
5216,14.6453,14.4719,14.8274,14.7265,14.8823,14.608,10.1742,11.1742,1
5240,14.6248,14.4623,14.7712,14.5782,14.7932,14.483,10.1742,11.1742,1
5260,14.6111,14.4603,14.7476,14.5337,14.7505,14.4668,10.1742,11.1742,1
5284,14.6507,14.4879,14.7758,14.5565,14.7595,14.4856,10.1742,11.1742,1
5306,14.6798,14.5052,14.8161,14.6051,14.763,14.5801,10.1742,11.1742,1
5328,14.7046,14.5189,14.8245,14.62,14.7622,14.6068,10.1742,11.1742,1
5350,14.7173,14.511,14.8278,14.6489,14.7719,14.653,10.1742,11.1742,1
5369,14.7299,14.5053,14.83,14.692,14.7853,14.6621,10.1742,11.1742,1
5396,14.7427,14.5214,14.8254,14.6926,14.7855,14.6761,10.1742,11.1742,1
5417,14.7447,14.5237,14.7981,14.6847,14.7853,14.675,10.1742,11.1742,1
5440,14.7654,14.5347,14.8032,14.6817,14.7907,14.6983,10.1742,11.1742,1
5458,14.7752,14.5729,14.8091,14.6879,14.7981,14.7329,10.1742,11.1742,1
5488,14.7805,14.6427,14.8116,14.7068,14.8148,14.7689,10.1742,11.1742,1
5508,14.8297,14.7231,14.8285,14.8068,14.8575,14.855,10.1742,11.1742,1
5530,14.8455,14.7943,14.8514,14.8458,14.8855,14.9173,10.1742,11.1742,1
5555,14.8583,14.8211,14.8593,14.9019,14.9141,14.9526,10.1742,11.1742,1
5577,14.843,14.8211,14.8637,14.9114,14.9195,14.9517,10.1742,11.1742,1
5593,14.8469,14.8222,14.9237,14.956,14.9484,14.9609,10.1742,11.1742,1
5612,14.8395,14.7987,14.9246,14.9582,14.9734,14.9612,10.1742,11.1742,1
5634,14.8466,14.7934,14.9247,14.9644,14.9947,14.9619,10.1742,11.1742,1
5664,14.8509,14.7814,14.925,14.8936,14.9989,14.9499,10.1742,11.1742,1
5686,14.8667,14.7704,14.9312,14.8683,15.0153,14.9453,10.1742,11.1742,1
5705,14.8602,14.7599,14.9377,14.8434,15.0156,14.9409,10.1742,11.1742,1
5722,14.8731,14.7579,14.9698,14.8437,15.0548,14.9527,10.1742,11.1742,1
5744,14.8707,14.7256,14.9551,14.832,15.0593,14.9525,10.1742,11.1742,1
5775,14.8658,14.7115,14.9482,14.8103,15.0768,14.9453,10.1742,11.1742,1
5796,14.8586,14.6923,14.9365,14.8158,15.0756,14.9433,10.1742,11.1742,1
5814,14.8506,14.6847,14.9255,14.8209,15.0583,14.9163,10.1742,11.1742,1
5834,14.8656,14.6844,14.925,14.8318,15.0836,14.9072,10.1742,11.1742,1
5854,14.8503,14.6723,14.9153,14.8315,15.0616,14.8902,10.1742,11.1742,1
5876,14.8733,14.6664,14.9194,14.8346,15.076,14.8919,10.1742,11.1742,1
5897,14.8794,14.6669,14.9224,14.8339,15.0744,14.8892,10.1742,11.1742,1
5920,14.8838,14.6739,14.9126,14.8335,15.0717,14.8791,10.1742,11.1742,1
5948,14.8923,14.6864,14.9157,14.8311,15.0544,14.8508,10.1742,11.1742,1
5966,14.9472,14.7086,14.9425,14.8367,15.0804,14.9039,10.1742,11.1742,1
5988,14.9691,14.7278,14.9506,14.8413,15.1002,14.9468,10.1742,11.1742,1
6010,14.9627,14.7356,14.9379,14.839,15.0744,14.939,10.1742,11.1742,1
6030,14.9731,14.7649,14.937,14.8416,15.0973,14.9527,10.1742,11.1742,1
6051,14.9738,14.7642,14.9268,14.8372,15.0601,14.9184,10.1742,11.1742,1
6076,14.9934,14.7877,14.9282,14.8344,15.0665,14.9144,10.1742,11.1742,1
6099,15.0212,14.8446,14.9434,14.8356,15.1012,14.9171,10.1742,11.1742,1
6126,15.035,14.9287,14.9679,14.8542,15.1214,14.9337,10.1742,11.1742,1
6144,15.0482,14.9718,15.0273,14.9302,15.1524,14.9831,10.1742,11.1742,1
6164,15.1158,14.9984,15.2164,15.0978,15.2066,15.1843,10.1742,11.1742,1
6184,15.1936,15.0211,15.2325,15.1057,15.2097,15.2103,10.1742,11.1742,1
6209,15.2509,15.1121,15.2623,15.1462,15.2279,15.2153,10.1742,11.1742,1
6236,15.266,15.1576,15.2691,15.1497,15.2332,15.2096,10.1742,11.1742,1
6259,15.2709,15.1878,15.2701,15.1643,15.2307,15.2134,10.1742,11.1742,1
6276,15.2714,15.198,15.2781,15.153,15.231,15.2116,10.1742,11.1742,1
6294,15.272,15.2096,15.3157,15.1651,15.2568,15.218,10.1742,11.1742,1
6316,15.2707,15.2138,15.3902,15.1973,15.2799,15.2732,10.1742,11.1742,1
6344,15.2308,15.2131,15.3925,15.186,15.2645,15.2552,10.1742,11.1742,1
6360,15.2208,15.2095,15.3804,15.1713,15.2542,15.2139,10.1742,11.1742,1
6382,15.2056,15.207,15.3466,15.1664,15.2549,15.2122,10.1742,11.1742,1
6406,15.1948,15.2007,15.2694,15.1628,15.2518,15.2101,10.1742,11.1742,1
6435,15.1892,15.1996,15.2508,15.1637,15.2495,15.2076,10.1742,11.1742,1
6448,15.1827,15.1959,15.2429,15.1485,15.2512,15.1874,10.1742,11.1742,1
6470,15.1784,15.1957,15.2448,15.1453,15.2536,15.2023,10.1742,11.1742,1
6492,15.1631,15.1936,15.2331,15.1295,15.2487,15.1859,10.1742,11.1742,1
6521,15.1225,15.1835,15.2178,15.0641,15.2119,15.1176,10.1742,11.1742,1
6544,15.118,15.1757,15.2136,15.0458,15.128,15.0169,10.1742,11.1742,1
6562,15.1161,15.1562,15.214,15.0431,15.0607,14.9986,10.1742,11.1742,1
6582,15.1149,15.1441,15.2172,15.0646,15.0525,14.9794,10.1742,11.1742,1
6602,15.1105,15.1395,15.2177,15.0661,15.0417,14.9771,10.1742,11.1742,1
6624,15.0887,15.136,15.2146,15.0858,15.0579,14.9915,10.1742,11.1742,1
6652,15.0858,15.1363,15.2248,15.0963,15.1055,15.0313,10.1742,11.1742,1
6674,15.0844,15.1366,15.2441,15.0991,15.1278,15.108,10.1742,11.1742,1
6691,15.0852,15.1384,15.3065,15.1232,15.2355,15.1762,10.1742,11.1742,1
6712,15.083,15.1381,15.3532,15.1046,15.2356,15.1703,10.1742,11.1742,1
6733,15.0295,15.1243,15.3465,15.068,15.2162,15.1335,10.1742,11.1742,1
6765,14.5749,15.061,14.8622,14.8007,14.9479,14.8512,10.1742,11.1742,1
6787,14.4908,15.0096,14.7445,14.6906,14.255,14.7058,10.1742,11.1742,1
6809,14.4601,14.9843,14.6238,14.6448,14.2539,14.647,10.1742,11.1742,1
6827,14.4564,14.971,14.5114,14.6122,14.256,14.5544,10.1742,11.1742,1
6853,14.492,14.9667,14.5124,14.6076,14.3339,14.5964,10.1742,11.1742,1
6874,14.4813,14.8641,14.4712,14.4389,14.3427,14.5475,10.1742,11.1742,1
6896,14.4589,14.711,14.2997,14.3745,14.3408,14.5095,10.1742,11.1742,1
